,Title,Link,Market size,Forecasted Market Size,CAGR (%)
83,"Refrigerants Market by Type (HCFC, HFC, HFO, Isobutane, Propane, Ammonia, Carbon Dioxide, Air, Water, Propene, Isopentane),Application(Domestic, Industrial, Commercial, Chillers, Split AC, VRF, Window, MAC), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/refrigerant-market-1082.html,USD 30.8 billion,NA,7.7%
84,"Aliphatic Hydrocarbon Solvents & Thinners Market by Type (Varnish Makers& Painters Naphtha, Mineral Spirits, Hexane, Heptane, Paraffinic Solvent, Pentane, and Solvent 140), Application, Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/aliphatic-hydrocarbon-solvents-and-thinners-market-155300623.html,USD 3.4 billion,USD 4.3 billion,4.5%
85,"Yoga Mat Market by Material (Natural Rubber, Polyvinyl Chloride, Polyurethane, Thermoplastic Elastomer, Others), Distributional Channel (E-Commerce, Supermarket & Hypermarket, Specialty Store), End-Use, Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/yoga-mat-market-110146737.html,USD 10.4 billion,NA,3.0%
86,"Base Oil Market by Group (Group I, Group II, Group III, Group IV, Group V), Application (Automotive Oil, Industrial Oil, Hydraulic Oil, Grease, Metalworking Fluid), Region (North America, Europe, Asia Pacific, South America, MEA) - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/base-oil-market-203695851.html,USD 36.7 billion,NA,5.0%
87,"Impact Modifiers Market by Type (ABS, AIM, ASA, MBS, EPDM, CPE), By Application (PVC, Polyamide, Polyesters, Engineering Plastics), End-Use Industry (Packaging, Construction, Consumer Goods, Automotive), Region - Global Forecast to 2025 ",https://www.marketsandmarkets.com/Market-Reports/impact-modifier-market-58674504.html,USD 5.0 billion,NA,5.3%
88,"Photoresist & Photoresist Ancillaries Market by Application (Semiconductor & IC,LCD, PCB), Photoresist Type (ArF Immersion, ArF Dry Film, KrF, G-line & I-line), Ancillary Type (Anti-reflective Coating, Remover, Developer), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/photoresist-market-184731291.html,USD 3.3 billion,USD 4.2 billion,4.8%
89,"Injection Molding Polyamide 6 Market by Grade (Reinforced PA6, Unreinforced PA6, Others), End-use Industry (Automotive, Electrical & Electronics, Industrial/Machinery, Consumer Goods & Appliances, Construction, Others), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/injection-molding-polyamide-6-market-195064925.html,USD 7.5 billion,USD 10.4 billion,6.9%
90,"Face Mask Market by Nature (Disposable, Reusable), Type (Surgical, Respirator, Others), End-Use (Hospitals & Clinics, Industrial & Institutional, Personal/Individual Protection), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/face-mask-market-244623608.html,"USD 3,021 million",NA,-48.9%
91,"Polyimide Films and Tapes Market by Application (Flexible Printed Circuits, Specialty Fabricated Products, Pressure Sensitive Tapes, Motors/Generators, Wires/Cables), End-Use Industry - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/polyimide-film-market-205319946.html,USD 1.4 billion,USD 2.1 billion,7.9%
92,"Carbon Capture, Utilization, and Storage Market by Service (Capture, Transportation, Utilization, Storage), End-Use Industry (Oil & Gas, Iron & Steel, Cement, Chemical & Petrochemical, Power Generation), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/carbon-capture-utilization-storage-market-151234843.html,USD 3.5 billion,NA,17.0%
93,"Liquid Adhesives Market by Technology (Water-based, Solvent-based, Reactive& Others), End-Use Industry (Paper, Packaging & Related Products, Building & Construction, Medical, Assembly & Others), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/liquid-adhesives-market-93227175.html,USD 35.8 billion,USD 44.6 billion,4.5%
94,"Greenhouse Film Market by Resin Type (LDPE, LLDPE, EVA), Thickness (80 to 150 Microns, 150 to 200 Microns, More than 200 Microns), Width (4.5M, 5.5 M, 7M, 9M), and Region (APAC, Europe, North America, South America, MEA) - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/greenhouse-film-market-179191625.html,USD 6.4 billion,USD 10.4 billion,10.3%
95,"Phase Change Material Market by Type(Organic, Inorganic), Application (Building & Construction, HVAC, Cold Chain & Packaging, Thermal Energy Storage, Textile, Electronics), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/advanced-phase-change-material-pcm-market-1087.html,USD 889 million,NA,16.0%
96,"Liquid Applied Membranes Market by Type (Bituminous, Elastomeric, Cementitious), Application (Roofing, Walls, Building Structures, Roadways), End-Use Industry (Residential, Commercial, Public Infrastructure), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/liquid-applied-membranes-market-175737886.html,USD 24.6 billion,NA,5.8%
97,"Antimicrobial Hospital Textiles Market by Material, Usability (Disposable, Reusable), FDA Class (Class I, Class II, Class III), Application (Attire, Surgical supplies & Wipes, Sheets & Blankets), Hospital Department, Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/antimicrobial-hospital-textiles-market-170739426.html,USD 7.1 billion,USD 9.4 billion,5.8%
98,"Waterborne Polyurethane Market by Application (Coatings, Adhesives, Sealants, Elastomers, and Others), End-Use Industry (Building & Construction, Automotive & Transportation, Bedding & Furniture, Electronics, and Others), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/waterborne-polyurethane-market-144901125.html,USD 2.1 billion,NA,5.2%
99,"Magnesia Chrome Brick Market by Type (Direct Bonded, Fused/Rebonded, Chemically Bonded,Fused Cast), End-use Industry (Iron & Steel, Power generation, Non-Ferrous metals, Cement, Glass), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/magnesia-chrome-brick-market-163417919.html,USD 2.6 billion,NA,3.0%
100,"Mist Eliminator Market by Type (Wire-mesh, Vane, Fiber-Bed), End-Use Industry (Oil & Gas, Chemical, Desalination, Power Generation, Pharmaceutical &Medical, Paper & Pulp, Textile, Food & Beverage), Material, Application, Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/mist-eliminator-market-166253000.html,"USD 1,159 million",NA,4.0%
101,"Antimicrobial Plastics Market by Type (Commodity Plastics, Engineering Plastics, and High Performance Plastics), Application (Packaging, Automotive, Consumer Goods, Medical and Healthcare, and Building & Construction), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/antimicrobial-plastic-market-20591555.html,USD 36.9 billion,USD 59.8 billion,10.1%
102,"Waterproofing Membranes Market by Raw Material, Type (Liquid Applied, Sheet Based), Usage (New Construction, Refurbishment), Application (Building Structure, Roofing, Roadways, Waste & Water Management, Walls), and Region- Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/waterproofing-membranes-market-18007571.html,USD 38.8 billion,NA,5.4%
103,"Insulating Glass Window Market by End Use (Residential & Commercial), Spacer Type (Aluminum, Stainless Steel, Intercept, 4SG Thermoplastic, & Others), Sealant (Silicone, Polysulfide, Polyurethane, Hot-melt Butyl, Others) and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/insulating-glass-window-market-36258309.html,USD 12.8 billion,USD 16.2 billion,4.8%
104,"CF & CFRP Market by Source (Virgin, Recycled), Precursor (PAN, Pitch, Rayon), Resin (Thermosetting, Thermoplastic), Manufacturing Process, End-use Industry, and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/carbon-fiber-composites-market-416.html,USD 17.5 billion,USD 31.5 billion,12.4%
105,"PTFE Membrane Market by Type (Hydrophobic and Hydrophilic), Application (Industrial Filtration, Medical & Pharmaceutical, Textiles, Water & Wastewater Treatment, Architecture), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/ptfe-membrane-market-243714287.html,USD 2.4 billion,NA,6.0%
106,"Polyaspartic Coatings Market by Type (100% Solids Polyaspartic, Hybrid Polyaspartic), Systems (Quartz, Metallic), End-use Industry (Building & Construction, Transportation, Industrial, Power Generation, Landscape), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/polyaspartic-coating-market-164349114.html,USD 388 million,NA,3.4%
107,"Breathable films Market by Type (Polyethylene, Polypropylene, Polyurethane), End-Use Industry (Hygiene, Medical, Food Packaging, Construction, Fabric), And Region (North America, South America, Europe, APAC, ME&A) - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/breathable-film-market-208493214.html,USD 2.6 billion,USD 3.9 billion,8.2%
108,"Solvents Market by Type (Alcohols, Ketones, Esters, Glycol Ethers, Aromatic, Aliphatic), Application (Paints & Coatings, Polymer Manufacturing, Printing Inks), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/solvent-market-1325.html,USD 21.8 billion,USD 30.0 billion,6.6%
109,"Fiberglass Market by Glass Type(E-Glass, ECR-Glass, H-Glass, S-Glass, AR-Glass), Resin Type, Product Type(Glass Wool, Direct & Assembled Roving, Yarn, Chopped Strand), Application(Composites, Insulation) and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/fiberglass-market-6124844.html,USD 14.3 billion,NA,4.5%
110,"Ozone Generator Market by Technology (Corona Discharge, Ultraviolet Radiation, Radiochemical, Electrolysis), Application (Water Purification, Air Purification, Food Processing, Organic Synthesis, Others), Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/ozone-generator-market-87276855.html,USD 1.0 billion,USD 1.4 billion,6.2%
111,"Metal Cleaning Chemicals Market by Cleaner Type (Aqueous & Solvent), by Metal Type (Steel, Aluminum), by Ingredient (Surfactant, Chelating Agent, Solvent), by end-use industry (Manufacturing, Automotive & Aerospace) - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/metal-cleaning-chemical-market-37494778.html,USD 12.9 billion,USD 16.5 billion,5.0%
112,"Reactive Hot Melt Adhesives Market by Resin Type (Polyurethane, Polyolefin), By Substrate (Plastic, Wood), Application (Automotive & Transportation, Doors & Windows, Furniture & upholstery, Lamination, Textile), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/reactive-hot-melt-adhesives-market-222009468.html,USD 1.8 billion,NA,8.3%
113,"Antimicrobial Powder Coatings Market by Additive Type (Silver, Zinc, Copper & Others), End-use Industry (Medical & Healthcare, Appliances, HVAC, Food Equipment, General Industry, Transportation, Fitness Equipment), & Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/antimicrobial-powder-coating-market-204982739.html,USD 1.5 billion,USD 2.7 billion,12.0%
114,"Waterproofing Systems Market by Type (Waterproofing membranes, Waterproofing Chemicals, and Integral Systems), Application (Building Structure, Roofing & Walls, Roadways, Waste & Water Management), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/waterproofing-systems-market-174057630.html,USD 52.7 billion,USD 72.0 billion,6.4%
115,"Electronic Wet Chemicals Market Type, Form (Solid Liquid, Gas), Application ( Semiconductor, IC Packaging, PCB), End-Use Industry (Consumer Goods, Automotive, Aerospace & Defence, Medical), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/electronic-wet-chemical-market-265979069.html,USD 3.9 billion,NA,None
116,"Membrane Contactor Market by Membrane (PP, PTFE & Others), Application (Water & Wastewater Treatment, Food Processing, Pharmaceuticals Processing, Microelectronics & Semiconductors, and Others), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/membrane-contactor-market-166558134.html,USD 257 million,USD 340 Million,5.8%
117,"Post-consumer Recycled Plastics Market by Polymer Type, Service, Processing Type (Mechanical, Chemical, Biological), End-use Application (Packaging, Building & Construction, Automotive, Electronics, Furniture, Others), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/post-consumer-recycled-plastic-market-222347130.html,USD 18.8 billion,NA,5.7%
118,"Refractories Market by Form (Shaped Refractories, Unshaped Refractories), Alkalinity (Acidic & Neutral. Basic), End-Use Industry (Iron & Steel, Power Generation, Non-Ferrous Metals, Cement, Glass), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/refractories-market-222632393.html,USD 27.4 billion,NA,None
119,"Grease Market by Base Oil (Mineral, Synthetic, Bio-Based), Thickener Type (Metallic Soap, Non-Soap, Inorganic), End-Use Industry (Automotive, Construction, General Manufacturing, Metal, Mining, Food & Beverage, Power) - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/grease-market-88373349.html,USD 5.3 billion,USD 6.1 billion,2.9%
120,"Polyurethane Additives Market by Type (Catalysts, Surfactants, Filler, Flame retardants, and others), Application (Foams, Adhesives & Sealants, Coatings, Elastomers), End-use Industry and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/polyurethane-additive-market-121317889.html,USD 3.7 billion,USD 4.5 billion,4.2%
121,"CNG, RNG, and Hydrogen Tanks Market by Gas Type (CNG, RNG, Hydrogen), Material Type (Metal, Carbon, Glass), Tank Type (Type 1, Type 2, Type 3, Type 4), Application (Fuel, Transportation) and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/cng-rng-hydrogen-tanks-market-222605141.html,USD 2.7 billion,NA,8.1%
122,"Polymer Emulsion Market by Type (Acrylics, Vinyl Acetate Polymers, SB Latex) Application (Paints & Coatings, Adhesives & Sealants, Paper & Paperboard) End Use Industry (Buildings & Construction, Automotive, Textile & Coatings) - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/emulsion-polymers-market-1269.html,USD 38.1 billion,NA,8.6%
123,"Non-woven - Industrial Membrane Market by Module Type (Spiral Wound, Hollow Fiber, Tubular, Plate & Frame), Application (Water & Wastewater Treatment, Pharmaceutical & Medical, Food & Beverage, Chemical, Industrial Gas), and Region - Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/nonwoven-fabric-market-in-industrial-membrane-257165275.html,"USD 1,663 million",NA,5.72%
